tm,peak_mw
2017-08-30,68797
2017-08-31,70229
2017-09-01,70931
2017-09-02,61591
2017-09-03,58814
2017-09-04,72688
2017-09-05,71944
2017-09-06,71880
2017-09-07,71699
2017-09-08,73038
2017-09-09,64087
2017-09-10,59509
2017-09-11,70946
2017-09-12,72229
2017-09-13,70373
2017-09-14,71099
2017-09-15,69521
2017-09-16,60602
2017-09-17,58088
2017-09-18,71299
2017-09-19,73115
2017-09-20,68979
2017-09-21,69362
2017-09-22,69987
2017-09-23,61791
2017-09-24,59195
2017-09-25,72798
2017-09-26,72947
2017-09-27,70978
2017-09-28,68330
2017-09-29,64707
2017-09-30,58351
2017-10-01,56530
2017-10-02,55447
2017-10-03,48934
2017-10-04,46004
2017-10-05,48919
2017-10-06,52312
2017-10-07,54716
2017-10-08,56165
2017-10-09,62781
2017-10-10,70113
2017-10-11,68423
2017-10-12,67158
2017-10-13,66400
2017-10-14,58848
2017-10-15,56499
2017-10-16,67783
2017-10-17,68021
2017-10-18,67701
2017-10-19,68224
2017-10-20,66981
2017-10-21,58896
2017-10-22,56047
2017-10-23,67501
2017-10-24,67971
2017-10-25,67111
2017-10-26,67751
2017-10-27,66589
2017-10-28,58510
2017-10-29,56295
2017-10-30,68265
2017-10-31,67675
2017-11-01,66262
2017-11-02,67063
2017-11-03,66731
2017-11-04,58933
2017-11-05,56809
2017-11-06,68148
2017-11-07,67851
2017-11-08,66862
2017-11-09,67500
2017-11-10,68299
2017-11-11,59621
2017-11-12,57618
2017-11-13,70689
2017-11-14,70501
2017-11-15,71978
2017-11-16,72971
2017-11-17,74345
2017-11-18,64400
2017-11-19,61715
2017-11-20,76794
2017-11-21,77327
2017-11-22,77349
2017-11-23,77003
2017-11-24,77605
2017-11-25,65980
2017-11-26,61257
2017-11-27,76318
2017-11-28,76519
2017-11-29,74378
2017-11-30,77048
2017-12-01,77668
2017-12-02,66179
2017-12-03,61218
2017-12-04,79221
2017-12-05,80788
2017-12-06,80911
2017-12-07,80127
2017-12-08,81361
2017-12-09,68767
2017-12-10,64000
2017-12-11,83927
2017-12-12,85133
2017-12-13,84012
2017-12-14,84968
2017-12-15,84115
2017-12-16,70890
2017-12-17,66825
2017-12-18,84640
2017-12-19,83873
2017-12-20,83664
2017-12-21,83450
2017-12-22,81852
2017-12-23,67211
2017-12-24,63302
2017-12-25,66498
2017-12-26,81374
2017-12-27,83589
2017-12-28,83478
2017-12-29,78857
2017-12-30,64779
2017-12-31,62446
2018-01-01,62145
2018-01-02,79331
2018-01-03,81596
2018-01-04,84027
2018-01-05,82551
2018-01-06,68502
2018-01-07,64428
2018-01-08,83012
2018-01-09,84021
2018-01-10,84978
2018-01-11,85612
2018-01-12,85497
2018-01-13,72843
2018-01-14,66286
2018-01-15,80495
2018-01-16,82564
2018-01-17,80766
2018-01-18,79748
2018-01-19,79633
2018-01-20,67813
2018-01-21,63917
2018-01-22,80609
2018-01-23,85442
2018-01-24,86277
2018-01-25,87247
2018-01-26,87063
2018-01-27,74418
2018-01-28,68496
2018-01-29,86561
2018-01-30,86754
2018-01-31,85260
2018-02-01,83904
2018-02-02,84653
2018-02-03,72685
2018-02-04,69711
2018-02-05,87623
2018-02-06,88238
2018-02-07,87513
2018-02-08,87277
2018-02-09,84660
2018-02-10,71240
2018-02-11,68538
2018-02-12,86637
2018-02-13,83809
2018-02-14,77843
2018-02-15,63182
2018-02-16,57733
2018-02-17,59867
2018-02-18,61172
2018-02-19,76438
2018-02-20,79383
2018-02-21,80128
2018-02-22,79662
2018-02-23,79069
2018-02-24,66278
2018-02-25,63005
2018-02-26,76656
2018-02-27,77133
2018-02-28,78122
2018-03-01,68728
2018-03-02,76433
2018-03-03,64571
2018-03-04,58887
2018-03-05,77198
2018-03-06,74384
2018-03-07,75974
2018-03-08,78855
2018-03-09,75922
2018-03-10,64427
2018-03-11,59781
2018-03-12,73285
2018-03-13,71017
2018-03-14,68060
2018-03-15,71174
2018-03-16,72510
2018-03-17,61946
2018-03-18,58324
2018-03-19,72795
2018-03-20,72583
2018-03-21,78017
2018-03-22,73423
2018-03-23,72231
2018-03-24,61698
2018-03-25,57513
2018-03-26,69467
2018-03-27,67622
2018-03-28,66068
2018-03-29,67110
2018-03-30,65637
2018-03-31,57558
2018-04-01,56397
2018-04-02,65846
2018-04-03,66335
2018-04-04,68281
2018-04-05,70520
2018-04-06,69296
2018-04-07,60912
2018-04-08,58110
2018-04-09,68149
2018-04-10,66523
2018-04-11,65533
2018-04-12,66438
2018-04-13,66251
2018-04-14,62481
2018-04-15,56623
2018-04-16,65800
2018-04-17,66456
2018-04-18,65506
2018-04-19,66264
2018-04-20,65575
2018-04-21,57277
2018-04-22,56420
2018-04-23,69692
2018-04-24,68449
2018-04-25,64939
2018-04-26,65403
2018-04-27,64547
2018-04-28,56946
2018-04-29,55893
2018-04-30,64781
2018-05-01,60435
2018-05-02,67840
2018-05-03,65747
2018-05-04,63828
2018-05-05,56278
2018-05-06,55321
2018-05-07,60354
2018-05-08,65600
2018-05-09,65350
2018-05-10,65752
2018-05-11,65425
2018-05-12,60553
2018-05-13,55959
2018-05-14,66805
2018-05-15,70067
2018-05-16,72229
2018-05-17,73173
2018-05-18,70160
2018-05-19,57867
2018-05-20,55326
2018-05-21,64307
2018-05-22,60900
2018-05-23,65409
2018-05-24,66977
2018-05-25,67071
2018-05-26,58811
2018-05-27,56576
2018-05-28,70232
2018-05-29,70664
2018-05-30,70407
2018-05-31,69024
2018-06-01,70127
2018-06-02,59990
2018-06-03,58359
2018-06-04,71429
2018-06-05,71221
2018-06-06,65117
2018-06-07,73379
2018-06-08,71187
2018-06-09,61116
2018-06-10,56753
2018-06-11,68243
2018-06-12,68930
2018-06-13,65009
2018-06-14,68133
2018-06-15,68421
2018-06-16,58833
2018-06-17,58275
2018-06-18,73210
2018-06-19,72215
2018-06-20,72551
2018-06-21,72656
2018-06-22,73832
2018-06-23,61832
2018-06-24,60899
2018-06-25,76606
2018-06-26,75237
2018-06-27,74803
2018-06-28,74820
2018-06-29,75049
2018-06-30,65571
2018-07-01,60609
2018-07-02,75611
2018-07-03,77312
2018-07-04,78919
2018-07-05,77530
2018-07-06,73639
2018-07-07,60855
2018-07-08,58944
2018-07-09,70920
2018-07-10,76258
2018-07-11,79406
2018-07-12,81393
2018-07-13,82076
2018-07-14,70700
2018-07-15,69798
2018-07-16,86306
2018-07-17,86286
2018-07-18,86710
2018-07-19,87591
2018-07-20,88080
2018-07-21,76999
2018-07-22,73794
2018-07-23,90695
2018-07-24,92478
2018-07-25,90399
2018-07-26,90682
2018-07-27,90678
2018-07-28,77487
2018-07-29,72063
2018-07-30,82882
2018-07-31,83087
2018-08-01,82486
2018-08-02,82283
2018-08-03,81589
2018-08-04,74087
2018-08-05,74791
2018-08-06,88816
2018-08-07,88873
2018-08-08,88955
2018-08-09,88582
2018-08-10,87807
2018-08-11,75167
2018-08-12,73509
2018-08-13,91405
2018-08-14,91548
2018-08-15,83275
2018-08-16,88720
2018-08-17,80289
2018-08-18,67131
2018-08-19,66730
2018-08-20,83917
2018-08-21,84025
2018-08-22,87911
2018-08-23,84786
2018-08-24,79844
2018-08-25,68483
2018-08-26,61434
2018-08-27,77224
2018-08-28,79359
2018-08-29,80284
2018-08-30,81281
2018-08-31,77420
2018-09-01,65117
