tm,cdd_18,hdd_18,cdd_18_ma3,hdd_18_ma3,cdd_18_ma7,hdd_18_ma7
2010-11-27,0.0,14.774976467696183,0.0,14.540326976321898,0.0,11.82466299888605
2010-11-28,0.0,17.188433574250016,0.0,16.00803578570392,0.0,13.24165147105059
2010-11-29,0.0,13.304264073248094,0.0,15.089224705064764,0.0,13.772288616367053
2010-11-30,0.0,9.594253875619504,0.0,13.362317174372537,0.0,13.476677793662779
2010-12-01,0.0,9.835260675371485,0.0,10.911259541413026,0.0,13.363313303922112
2010-12-02,0.0,8.6700682516984,0.0,9.366527600896463,0.0,12.775422033292747
2010-12-03,0.0,15.22537767986668,0.0,11.243568868978855,0.0,12.65609065682148
2010-12-04,0.0,14.521839011288105,0.0,12.805761647617729,0.0,12.619928163048897
2010-12-05,0.0,9.40603999559266,0.0,13.051085562249149,0.0,11.508157651812132
2010-12-06,0.0,12.670373382783872,0.0,12.199417463221545,0.0,11.417601838888672
2010-12-07,0.0,17.456235386464073,0.0,13.177549588280202,0.0,12.540742054723612
2010-12-08,0.0,16.691667832311666,0.0,15.60609220051987,0.0,13.520228791429352
2010-12-09,0.0,17.998919105609733,0.0,17.382274108128488,0.0,14.852921770559542
2010-12-10,0.0,13.716717991998763,0.0,16.135768309973386,0.0,14.637398958006983
2010-12-11,0.0,17.70568448409648,0.0,16.473773860568325,0.0,15.092234025551036
2010-12-12,0.0,18.290364779116246,0.0,16.57092241840383,0.0,16.36142328034012
2010-12-13,0.0,13.917424982578675,0.0,16.637824748597133,0.0,16.539573508882235
2010-12-14,0.0,18.48124045320911,0.0,16.89634340496801,0.0,16.686002804131526
2010-12-15,0.0,25.292766544936768,0.0,19.230477326908183,0.0,17.9147311916494
2010-12-16,0.0,23.66060069959287,0.0,22.47820256591292,0.0,18.723542847932702
2010-12-17,0.0,18.3166322918518,0.0,22.42333317879381,0.0,19.38067346219742
2010-12-18,0.0,16.81561168371016,0.0,19.597614891718276,0.0,19.253520204999376
2010-12-19,0.0,11.989479307270743,0.0,15.707241094277569,0.0,18.353393709021447
2010-12-20,0.0,13.180613742675394,0.0,13.995234911218766,0.0,18.248134960463837
2010-12-21,0.0,13.650703217492968,0.0,12.940265422479703,0.0,17.55805821250439
2010-12-22,0.0,13.715718278365372,0.0,13.51567841284458,0.0,15.90419417442276
2010-12-23,0.0,16.9480835133402,0.0,14.771501669732848,0.0,14.945263147815234
2010-12-24,0.0,26.463037795047576,0.0,19.04227986225105,0.0,16.109035362557485
2010-12-25,0.0,26.2748709519142,0.0,23.228664086767324,0.0,17.460358115158066
2010-12-26,0.0,24.53847845537659,0.0,25.75879573411279,0.0,19.253072279173185
2010-12-27,0.0,20.325422737176225,0.0,23.71292404815567,0.0,20.27375927838759
2010-12-28,0.0,18.09027826733988,0.0,20.9847264866309,0.0,20.907984285508576
2010-12-29,0.0,21.169410928878975,0.0,19.86170397779836,0.0,21.972797521296236
2010-12-30,0.0,21.65087965384837,0.0,20.30352295002241,0.0,22.644625541368832
2010-12-31,0.0,24.581644422940002,0.0,22.467311668555784,0.0,22.37585505963918
2011-01-01,0.0,23.699261726054907,0.0,23.310595267614428,0.0,22.007910884516424
2011-01-02,0.0,22.086224622781703,0.0,23.455710257258872,0.0,21.65758890843144
2011-01-03,0.0,21.68275861939827,0.0,22.489414989411628,0.0,21.851494034463155
2011-01-04,0.0,20.502311817389597,0.0,21.42376501985652,0.0,22.19607025589883
2011-01-05,0.0,19.642775277956027,0.0,20.609281904914635,0.0,21.977979448624126
2011-01-06,0.0,23.05980912630993,0.0,21.068298740551853,0.0,22.179255087547205
2011-01-07,0.0,23.72768406271388,0.0,22.143422822326613,0.0,22.057260750372045
2011-01-08,0.0,20.53713128581848,0.0,22.441541491614093,0.0,21.605527830338268
2011-01-09,0.0,21.941433861567848,0.0,22.068749736700067,0.0,21.584843435879147
2011-01-10,0.0,24.708271312156484,0.0,22.395612153180934,0.0,22.01705953484461
2011-01-11,0.0,21.854128925915262,0.0,22.83461136654653,0.0,22.21017626463399
2011-01-12,0.0,23.827148986669442,0.0,23.46318307491373,0.0,22.807943937307332
