년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),최소전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시,최소전력기준일시
2011,01,04,76131,75045,70869,-,4176,5.9,2011/01/04(11:00),-
2011,01,05,76131,75160,70073,-,5087,7.3,2011/01/05(11:00),-
2011,01,06,76131,76054,71285,-,4769,6.7,2011/01/06(19:00),-
2011,01,07,76131,75931,71423,-,4508,6.3,2011/01/07(11:00),-
2011,01,08,76131,74730,65100,-,9630,14.8,2011/01/08(11:00),-
2011,01,09,76131,75239,61861,-,13378,21.6,2011/01/09(24:00),-
2011,01,10,76131,75910,71840,-,4070,5.7,2011/01/10(12:00),-
2011,01,11,76131,76000,71687,-,4313,6,2011/01/11(12:00),-
2011,01,12,76131,76000,71785,-,4215,5.9,2011/01/12(12:00),-
2011,01,13,76131,76201,71783,-,4418,6.2,2011/01/13(11:00),-
2011,01,14,76131,76125,71569,-,4556,6.4,2011/01/14(11:00),-
2011,01,15,76131,75475,66923,-,8552,12.8,2011/01/15(24:00),-
2011,01,16,76131,75475,64446,-,11029,17.1,2011/01/16(01:00),-
2011,01,17,76131,77179,73137,-,4042,5.5,2011/01/17(12:00),-
2011,01,18,76131,76844,72433,-,4411,6.1,2011/01/18(11:00),-
2011,01,19,76131,76865,72223,-,4642,6.4,2011/01/19(12:00),-
2011,01,20,76131,76831,71918,-,4913,6.8,2011/01/20(12:00),-
2011,01,21,76131,76298,71910,-,4388,6.1,2011/01/21(11:00),-
2011,01,22,76131,76688,65505,-,11183,17.1,2011/01/22(12:00),-
2011,01,23,76131,76968,62263,-,14705,23.6,2011/01/23(01:00),-
2011,01,24,76131,77512,71913,-,5599,7.8,2011/01/24(12:00),-
2011,01,25,76131,77090,72344,-,4746,6.6,2011/01/25(11:00),-
2011,01,26,76131,77422,72292,-,5130,7.1,2011/01/26(11:00),-
2011,01,27,76131,77422,73014,-,4408,6,2011/01/27(12:00),-
2011,01,28,76649,77422,72274,-,5148,7.1,2011/01/28(11:00),-
2011,01,29,76649,76763,66813,-,9950,14.9,2011/01/29(12:00),-
2011,01,30,76649,76673,64028,-,12645,19.7,2011/01/30(24:00),-
2011,01,31,76649,76972,71555,-,5417,7.6,2011/01/31(12:00),-
2011,02,01,76649,78294,67396,-,10898,16.2,2011/02/01(11:00),-
2011,02,02,76649,78597,58340,-,20257,34.7,2011/02/02(01:00),-
2011,02,03,76649,79021,50796,-,28225,55.6,2011/02/03(24:00),-
2011,02,04,76649,77676,52817,-,24859,47.1,2011/02/04(24:00),-
2011,02,05,76649,76602,55570,-,21032,37.8,2011/02/05(24:00),-
2011,02,06,76649,76780,57142,-,19638,34.4,2011/02/06(24:00),-
2011,02,07,76649,76839,68498,-,8341,12.2,2011/02/07(11:00),-
2011,02,08,76649,76452,68791,-,7661,11.1,2011/02/08(11:00),-
2011,02,09,76649,76919,67876,-,9043,13.3,2011/02/09(11:00),-
2011,02,10,76649,77439,70087,-,7352,10.5,2011/02/10(11:00),-
2011,02,11,76649,77220,69597,-,7623,11,2011/02/11(11:00),-
2011,02,12,76649,74682,63786,-,10896,17.1,2011/02/12(11:00),-
2011,02,13,76649,75607,60087,-,15520,25.8,2011/02/13(01:00),-
2011,02,14,76649,75729,71002,-,4727,6.7,2011/02/14(11:00),-
2011,02,15,76649,76252,69913,-,6339,9.1,2011/02/15(11:00),-
2011,02,16,76649,75367,69763,-,5604,8,2011/02/16(11:00),-
2011,02,17,76649,75664,68750,-,6914,10.1,2011/02/17(11:00),-
2011,02,18,76649,74624,67796,-,6828,10.1,2011/02/18(11:00),-
2011,02,19,76649,73843,61327,-,12516,20.4,2011/02/19(11:00),-
2011,02,20,76649,73843,57482,-,16361,28.5,2011/02/20(01:00),-
2011,02,21,76649,73121,65622,-,7499,11.4,2011/02/21(11:00),-
2011,02,22,76649,73583,64954,-,8629,13.3,2011/02/22(10:00),-
2011,02,23,76649,73969,64759,-,9210,14.2,2011/02/23(10:00),-
2011,02,24,76649,74041,63250,-,10791,17.1,2011/02/24(10:00),-
2011,02,25,77235,75939,64032,-,11907,18.6,2011/02/25(11:00),-
2011,02,26,77235,72225,58402,-,13823,23.7,2011/02/26(11:00),-
2011,02,27,77235,72609,55444,-,17165,31,2011/02/27(24:00),-
2011,02,28,77235,71826,65290,-,6536,10,2011/02/28(11:00),-
2011,03,01,77235,71681,60454,-,11227,18.6,2011/03/01(24:00),-
2011,03,02,77235,71183,66746,-,4437,6.6,2011/03/02(11:00),-
2011,03,03,78235,72173,67310,-,4863,7.2,2011/03/03(11:00),-
2011,03,04,78235,72432,67320,-,5112,7.6,2011/03/04(11:00),-
2011,03,05,78235,70323,61100,-,9223,15.1,2011/03/05(11:00),-
2011,03,06,78235,70323,55736,-,14587,26.2,2011/03/06(01:00),-
2011,03,07,78235,71237,65700,-,5537,8.4,2011/03/07(11:00),-
2011,03,08,78235,71499,65497,-,6002,9.2,2011/03/08(11:00),-
2011,03,09,78235,71619,65762,-,5857,8.9,2011/03/09(11:00),-
2011,03,10,78235,71269,66221,-,5048,7.6,2011/03/10(11:00),-
2011,03,11,78235,71794,64038,-,7756,12.1,2011/03/11(10:00),-
2011,03,12,78235,69160,57908,-,11252,19.4,2011/03/12(11:00),-
2011,03,13,78235,70301,53341,-,16960,31.8,2011/03/13(23:00),-
2011,03,14,78235,70626,62730,-,7896,12.6,2011/03/14(11:00),-
2011,03,15,78235,70834,64101,-,6733,10.5,2011/03/15(20:00),-
2011,03,16,78235,70669,65532,-,5137,7.8,2011/03/16(11:00),-
2011,03,17,78235,70766,65740,-,5026,7.6,2011/03/17(11:00),-
2011,03,18,78235,70766,64124,-,6642,10.4,2011/03/18(10:00),-
2011,03,19,78235,69988,57109,-,12879,22.6,2011/03/19(11:00),-
2011,03,20,78235,70359,53881,-,16478,30.6,2011/03/20(23:00),-
2011,03,21,78235,70000,61855,-,8145,13.2,2011/03/21(11:00),-
2011,03,22,78235,69867,63654,-,6213,9.8,2011/03/22(20:00),-
2011,03,23,78235,70522,64073,-,6449,10.1,2011/03/23(11:00),-
2011,03,24,78235,69663,63658,-,6005,9.4,2011/03/24(20:00),-
2011,03,25,78235,70293,64447,-,5846,9.1,2011/03/25(11:00),-
2011,03,26,78235,68950,57412,-,11538,20.1,2011/03/26(11:00),-
2011,03,27,78235,68950,53874,-,15076,28,2011/03/27(23:00),-
2011,03,28,78235,70021,62884,-,7137,11.3,2011/03/28(11:00),-
2011,03,29,78235,69637,63256,-,6381,10.1,2011/03/29(11:00),-
2011,03,30,78235,70092,61571,-,8521,13.8,2011/03/30(10:00),-
2011,03,31,78235,69709,60600,-,9109,15,2011/03/31(10:00),-
2011,04,01,78235,69733,59252,-,10481,17.7,2011/04/01(11:00),-
2011,04,02,78235,69181,55482,-,13699,24.7,2011/04/02(11:00),-
2011,04,03,78235,69094,52487,-,16607,31.6,2011/04/03(23:00),-
2011,04,04,78235,70202,60148,-,10054,16.7,2011/04/04(20:00),-
2011,04,05,78235,70846,59513,-,11333,19,2011/04/05(20:00),-
2011,04,06,78235,70353,59749,-,10604,17.7,2011/04/06(11:00),-
2011,04,07,78235,70371,61400,-,8971,14.6,2011/04/07(11:00),-
2011,04,08,78235,70394,58990,-,11404,19.3,2011/04/08(11:00),-
2011,04,09,78235,67462,54158,-,13304,24.6,2011/04/09(23:00),-
2011,04,10,78235,68164,51540,-,16624,32.3,2011/04/10(23:00),-
2011,04,11,78235,69198,59317,-,9881,16.7,2011/04/11(20:00),-
2011,04,12,78235,69198,58278,-,10920,18.7,2011/04/12(20:00),-
2011,04,13,78235,68429,58167,-,10262,17.6,2011/04/13(11:00),-
2011,04,14,78235,68393,58387,-,10006,17.1,2011/04/14(11:00),-
2011,04,15,78235,67364,58213,-,9151,15.7,2011/04/15(20:00),-
2011,04,16,78235,67878,53422,-,14456,27.1,2011/04/16(11:00),-
2011,04,17,78235,67772,51060,-,16712,32.7,2011/04/17(23:00),-
2011,04,18,78235,67501,60491,-,7010,11.6,2011/04/18(11:00),-
2011,04,19,78235,67578,59288,-,8290,14,2011/04/19(20:00),-
2011,04,20,78235,67043,57945,-,9098,15.7,2011/04/20(11:00),-
2011,04,21,78235,67028,58567,-,8461,14.4,2011/04/21(20:00),-
2011,04,22,78235,67001,60413,-,6588,10.9,2011/04/22(11:00),-
2011,04,23,78235,64282,54022,-,10260,19,2011/04/23(23:00),-
2011,04,24,78235,64752,51836,-,12916,24.9,2011/04/24(23:00),-
2011,04,25,78235,66395,58468,-,7927,13.6,2011/04/25(20:00),-
2011,04,26,78235,66406,60417,-,5989,9.9,2011/04/26(11:00),-
2011,04,27,78235,66431,58652,-,7779,13.3,2011/04/27(11:00),-
2011,04,28,78235,65890,58727,-,7163,12.2,2011/04/28(11:00),-
2011,04,29,78235,65899,57543,-,8356,14.5,2011/04/29(11:00),-
2011,04,30,78235,65897,53761,-,12136,22.6,2011/04/30(11:00),-
2011,05,01,78235,66695,49708,-,16987,34.2,2011/05/01(23:00),-
2011,05,02,78235,66006,56616,-,9390,16.6,2011/05/02(20:00),-
2011,05,03,78235,66710,57474,-,9236,16.1,2011/05/03(21:00),-
2011,05,04,78235,66963,57261,-,9702,16.9,2011/05/04(11:00),-
2011,05,05,78235,66350,53773,-,12577,23.4,2011/05/05(23:00),-
2011,05,06,78235,66530,56584,-,9946,17.6,2011/05/06(20:00),-
2011,05,07,78235,66544,53135,-,13409,25.2,2011/05/07(11:00),-
2011,05,08,78235,67561,48844,-,18717,38.3,2011/05/08(23:00),-
2011,05,09,78235,68605,57426,-,11179,19.5,2011/05/09(17:00),-
2011,05,10,78235,69457,54245,-,15212,28,2011/05/10(21:00),-
2011,05,11,78235,69157,58162,-,10995,18.9,2011/05/11(11:00),-
2011,05,12,78235,69013,57456,-,11557,20.1,2011/05/12(15:00),-
2011,05,13,78235,68985,56468,-,12517,22.2,2011/05/13(11:00),-
2011,05,14,78235,69266,52212,-,17054,32.7,2011/05/14(11:00),-
2011,05,15,78235,69873,49085,-,20788,42.4,2011/05/15(21:00),-
2011,05,16,78235,70143,56752,-,13391,23.6,2011/05/16(17:00),-
2011,05,17,78235,70020,56867,-,13153,23.1,2011/05/17(17:00),-
2011,05,18,78235,69354,57557,-,11797,20.5,2011/05/18(15:00),-
2011,05,19,78235,68105,58085,-,10020,17.3,2011/05/19(17:00),-
2011,05,20,78235,68361,59355,-,9006,15.2,2011/05/20(15:00),-
2011,05,21,78235,67581,54227,-,13354,24.6,2011/05/21(12:00),-
2011,05,22,78235,67407,49822,-,17585,35.3,2011/05/22(21:00),-
2011,05,23,78235,68011,57395,-,10616,18.5,2011/05/23(15:00),-
2011,05,24,78235,67793,58142,-,9651,16.6,2011/05/24(15:00),-
2011,05,25,78235,68265,58637,-,9628,16.4,2011/05/25(15:00),-
2011,05,26,78235,68446,58444,-,10002,17.1,2011/05/26(15:00),-
2011,05,27,78235,68208,58006,-,10202,17.6,2011/05/27(17:00),-
2011,05,28,78235,70985,53420,-,17565,32.9,2011/05/28(12:00),-
2011,05,29,78235,69468,50249,-,19219,38.2,2011/05/29(21:00),-
2011,05,30,78235,69839,59330,-,10509,17.7,2011/05/30(15:00),-
2011,05,31,78235,68944,58616,-,10328,17.6,2011/05/31(17:00),-
2011,06,01,78235,68377,57787,-,10590,18.3,2011/06/01(15:00),-
2011,06,02,78235,68374,58797,-,9577,16.3,2011/06/02(17:00),-
2011,06,03,78235,68377,58488,-,9889,16.9,2011/06/03(15:00),-
2011,06,04,78235,67685,53800,-,13885,25.8,2011/06/04(12:00),-
2011,06,05,78235,67407,49207,-,18200,37,2011/06/05(21:00),-
2011,06,06,78235,68242,53077,-,15165,28.6,2011/06/06(21:00),-
2011,06,07,78235,68021,60236,-,7785,12.9,2011/06/07(15:00),-
2011,06,08,78235,69302,61512,-,7790,12.7,2011/06/08(15:00),-
2011,06,09,78235,67859,60058,-,7801,13,2011/06/09(16:00),-
2011,06,10,78235,68962,61087,-,7875,12.9,2011/06/10(15:00),-
2011,06,11,78235,68200,56286,-,11914,21.2,2011/06/11(15:00),-
2011,06,12,78235,70549,51047,-,19502,38.2,2011/06/12(21:00),-
2011,06,13,78235,71219,61587,-,9632,15.6,2011/06/13(15:00),-
2011,06,14,78235,71870,62196,-,9674,15.6,2011/06/14(15:00),-
2011,06,15,78235,72132,63471,-,8661,13.6,2011/06/15(15:00),-
2011,06,16,78235,72225,64211,-,8014,12.5,2011/06/16(15:00),-
2011,06,17,78810,71950,63935,-,8015,12.5,2011/06/17(15:00),-
2011,06,18,78810,70863,57953,-,12910,22.3,2011/06/18(12:00),-
2011,06,19,78810,70342,52965,-,17377,32.8,2011/06/19(21:00),-
2011,06,20,78810,72091,66872,-,5219,7.8,2011/06/20(15:00),-
2011,06,21,78810,71625,66254,-,5371,8.1,2011/06/21(15:00),-
2011,06,22,78810,72673,64846,-,7827,12.1,2011/06/22(15:00),-
2011,06,23,78810,72782,65856,-,6926,10.5,2011/06/23(15:00),-
2011,06,24,78810,71770,63144,-,8626,13.7,2011/06/24(15:00),-
2011,06,25,78810,68077,56412,-,11665,20.7,2011/06/25(12:00),-
2011,06,26,78810,69847,50607,-,19240,38,2011/06/26(21:00),-
2011,06,27,78810,72760,60942,-,11818,19.4,2011/06/27(17:00),-
2011,06,28,78810,72656,64249,-,8407,13.1,2011/06/28(15:00),-
2011,06,29,78810,73677,64414,-,9263,14.4,2011/06/29(15:00),-
2011,06,30,78810,74689,65497,-,9192,14,2011/06/30(15:00),-
2011,07,01,78810,74834,66358,-,8476,12.8,2011/07/01(15:00),-
2011,07,02,78810,75716,59613,-,16103,27,2011/07/02(15:00),-
2011,07,03,78810,75657,53332,-,22325,41.9,2011/07/03(21:00),-
2011,07,04,78810,76423,64946,-,11477,17.7,2011/07/04(15:00),-
2011,07,05,78810,76671,66128,-,10543,15.9,2011/07/05(15:00),-
2011,07,06,78810,76671,65060,-,11611,17.8,2011/07/06(15:00),-
2011,07,07,78810,76071,64622,-,11449,17.7,2011/07/07(15:00),-
2011,07,08,78810,76081,64283,-,11798,18.4,2011/07/08(15:00),-
2011,07,09,78810,75275,58040,-,17235,29.7,2011/07/09(12:00),-
2011,07,10,78810,73915,53593,-,20322,37.9,2011/07/10(21:00),-
2011,07,11,78810,76889,64240,-,12649,19.7,2011/07/11(15:00),-
2011,07,12,78810,76134,65237,-,10897,16.7,2011/07/12(15:00),-
2011,07,13,78810,76806,66087,-,10719,16.2,2011/07/13(15:00),-
2011,07,14,78810,76839,66480,-,10359,15.6,2011/07/14(15:00),-
2011,07,15,78810,76353,67140,-,9213,13.7,2011/07/15(15:00),-
2011,07,16,78810,76984,61028,-,15956,26.1,2011/07/16(12:00),-
2011,07,17,78810,76350,56518,-,19832,35.1,2011/07/17(21:00),-
2011,07,18,78810,78838,70956,-,7882,11.1,2011/07/18(15:00),-
2011,07,19,78810,78838,71393,-,7445,10.4,2011/07/19(15:00),-
2011,07,20,78810,78722,70350,-,8372,11.9,2011/07/20(15:00),-
2011,07,21,78810,78922,69173,-,9749,14.1,2011/07/21(15:00),-
2011,07,22,78810,78922,66105,-,12817,19.4,2011/07/22(15:00),-
2011,07,23,78810,78318,61339,-,16979,27.7,2011/07/23(15:00),-
2011,07,24,78810,78108,55435,-,22673,40.9,2011/07/24(21:00),-
2011,07,25,78810,78540,67965,-,10575,15.6,2011/07/25(15:00),-
2011,07,26,78810,78580,68964,-,9616,13.9,2011/07/26(15:00),-
2011,07,27,78810,78580,67464,-,11116,16.5,2011/07/27(15:00),-
2011,07,28,78810,78483,67942,-,10541,15.5,2011/07/28(15:00),-
2011,07,29,78810,77715,68254,-,9461,13.9,2011/07/29(15:00),-
2011,07,30,78810,76406,58439,-,17967,30.7,2011/07/30(12:00),-
2011,07,31,78810,77452,54326,-,23126,42.6,2011/07/31(21:00),-
2011,08,01,78810,77404,57942,-,19462,33.6,2011/08/01(15:00),-
2011,08,02,78810,78232,59257,-,18975,32,2011/08/02(15:00),-
2011,08,03,78810,78120,61244,-,16876,27.6,2011/08/03(15:00),-
2011,08,04,78810,78120,65124,-,12996,20,2011/08/04(15:00),-
2011,08,05,78810,78305,67951,-,10354,15.2,2011/08/05(15:00),-
2011,08,06,78810,77357,61767,-,15590,25.2,2011/08/06(15:00),-
2011,08,07,78810,77702,57003,-,20699,36.3,2011/08/07(21:00),-
2011,08,08,78810,77768,66784,-,10984,16.4,2011/08/08(15:00),-
2011,08,09,78810,78340,67523,-,10817,16,2011/08/09(15:00),-
2011,08,10,78810,78580,67776,-,10804,15.9,2011/08/10(15:00),-
2011,08,11,78810,78580,69587,-,8993,12.9,2011/08/11(15:00),-
2011,08,12,78810,78580,68112,-,10468,15.4,2011/08/12(15:00),-
2011,08,13,78810,78580,60927,-,17653,29,2011/08/13(12:00),-
2011,08,14,78810,78497,55352,-,23145,41.8,2011/08/14(21:00),-
2011,08,15,79246,78497,59826,-,18671,31.2,2011/08/15(21:00),-
2011,08,16,79246,78497,68649,-,9848,14.3,2011/08/16(15:00),-
2011,08,17,79246,78367,67645,-,10722,15.9,2011/08/17(15:00),-
2011,08,18,79246,78297,67527,-,10770,15.9,2011/08/18(15:00),-
2011,08,19,79246,78497,65828,-,12669,19.2,2011/08/19(15:00),-
2011,08,20,79246,78297,57322,-,20975,36.6,2011/08/20(12:00),-
2011,08,21,79246,77977,53116,-,24861,46.8,2011/08/21(21:00),-
2011,08,22,79246,77820,64261,-,13559,21.1,2011/08/22(15:00),-
2011,08,23,79246,77977,63587,-,14390,22.6,2011/08/23(15:00),-
2011,08,24,79246,77907,63959,-,13948,21.8,2011/08/24(15:00),-
2011,08,25,79246,78340,65285,-,13055,20,2011/08/25(15:00),-
2011,08,26,79246,78299,66214,-,12085,18.3,2011/08/26(15:00),-
2011,08,27,79246,77880,60944,-,16936,27.8,2011/08/27(12:00),-
2011,08,28,79246,77616,57034,-,20582,36.1,2011/08/28(21:00),-
2011,08,29,79246,77409,70767,-,6642,9.4,2011/08/29(15:00),-
2011,08,30,79246,77609,71745,-,5864,8.2,2011/08/30(15:00),-
2011,08,31,79246,77636,72194,-,5442,7.5,2011/08/31(15:00),-
2011,09,01,79246,77135,70529,-,6606,9.4,2011/09/01(15:00),-
2011,09,02,79246,76885,71061,-,5824,8.2,2011/09/02(15:00),-
2011,09,03,78813,74446,61977,-,12469,20.1,2011/09/03(15:00),-
2011,09,04,78813,74517,54861,-,19656,35.8,2011/09/04(20:00),-
2011,09,05,78813,75673,66594,-,9079,13.6,2011/09/05(15:00),-
2011,09,06,78813,75435,66278,-,9157,13.8,2011/09/06(15:00),-
2011,09,07,78813,75309,64990,-,10319,15.9,2011/09/07(15:00),-
2011,09,08,78813,75421,64524,-,10897,16.9,2011/09/08(15:00),-
2011,09,09,78813,74525,62293,-,12232,19.6,2011/09/09(11:00),-
2011,09,10,78813,72300,51803,-,20497,39.6,2011/09/10(11:00),-
2011,09,11,78813,72602,45021,-,27581,61.3,2011/09/11(20:00),-
2011,09,12,78813,71797,42993,-,28804,67,2011/09/12(21:00),-
2011,09,13,78813,72425,48043,-,24382,50.8,2011/09/13(20:00),-
2011,09,14,78813,70135,58754,-,11381,19.4,2011/09/14(17:00),-
2011,09,15,78813,70622,67281,-,3341,5,2011/09/15(15:00),-
2011,09,16,78813,70811,67405,-,3406,5.1,2011/09/16(15:00),-
2011,09,17,78813,69489,62936,-,6553,10.4,2011/09/17(15:00),-
2011,09,18,78813,70022,52738,-,17284,32.8,2011/09/18(20:00),-
2011,09,19,78813,70624,59227,-,11397,19.2,2011/09/19(20:00),-
2011,09,20,78813,70317,59172,-,11145,18.8,2011/09/20(20:00),-
2011,09,21,78813,70175,58737,-,11438,19.5,2011/09/21(15:00),-
2011,09,22,78813,70786,59707,-,11079,18.6,2011/09/22(20:00),-
2011,09,23,78813,69907,59500,-,10407,17.5,2011/09/23(15:00),-
2011,09,24,78813,67993,54366,-,13627,25.1,2011/09/24(12:00),-
2011,09,25,78813,68698,51479,-,17219,33.4,2011/09/25(20:00),-
2011,09,26,78813,70085,60018,-,10067,16.8,2011/09/26(20:00),-
2011,09,27,78813,70085,61003,-,9082,14.9,2011/09/27(20:00),-
2011,09,28,78813,69942,59963,-,9979,16.6,2011/09/28(15:00),-
2011,09,29,78813,69558,60274,-,9284,15.4,2011/09/29(19:00),-
2011,09,30,78813,70389,57516,-,12873,22.4,2011/09/30(20:00),-
2011,10,01,78813,69755,52404,-,17351,33.1,2011/10/01(11:00),-
2011,10,02,78813,68207,49454,-,18753,37.9,2011/10/02(23:00),-
2011,10,03,78813,69938,53024,-,16914,31.9,2011/10/03(20:00),-
2011,10,04,78813,70880,59282,-,11598,19.6,2011/10/04(19:00),-
2011,10,05,78813,71323,59182,-,12141,20.5,2011/10/05(19:00),-
2011,10,06,78813,70922,60086,-,10836,18,2011/10/06(19:00),-
2011,10,07,78813,69673,59674,-,9999,16.8,2011/10/07(19:00),-
2011,10,08,78813,67923,53737,-,14186,26.4,2011/10/08(11:00),-
2011,10,09,78813,67647,50842,-,16805,33.1,2011/10/09(20:00),-
2011,10,10,78813,70164,60712,-,9452,15.6,2011/10/10(19:00),-
2011,10,11,78813,69354,60691,-,8663,14.3,2011/10/11(19:00),-
2011,10,12,78813,69499,60476,-,9023,14.9,2011/10/12(19:00),-
2011,10,13,78813,69436,60907,-,8529,14,2011/10/13(19:00),-
2011,10,14,78813,69937,60044,-,9893,16.5,2011/10/14(19:00),-
2011,10,15,78813,69893,53962,-,15931,29.5,2011/10/15(12:00),-
2011,10,16,78813,67909,50957,-,16952,33.3,2011/10/16(23:00),-
2011,10,17,78813,70421,61107,-,9314,15.2,2011/10/17(19:00),-
2011,10,18,78813,71029,61448,-,9581,15.6,2011/10/18(19:00),-
2011,10,19,78813,71075,60644,-,10431,17.2,2011/10/19(19:00),-
2011,10,20,78813,71075,61343,-,9732,15.9,2011/10/20(19:00),-
2011,10,21,78813,71264,60554,-,10710,17.7,2011/10/21(19:00),-
2011,10,22,78813,70165,54621,-,15544,28.5,2011/10/22(11:00),-
2011,10,23,78813,69284,51428,-,17856,34.7,2011/10/23(23:00),-
2011,10,24,78813,71308,61578,-,9730,15.8,2011/10/24(19:00),-
2011,10,25,78813,71261,62575,-,8686,13.9,2011/10/25(19:00),-
2011,10,26,78813,71077,61599,-,9478,15.4,2011/10/26(19:00),-
2011,10,27,78813,70758,61921,-,8837,14.3,2011/10/27(19:00),-
2011,10,28,78813,70804,60753,-,10051,16.5,2011/10/28(19:00),-
2011,10,29,78813,68125,55053,-,13072,23.7,2011/10/29(11:00),-
2011,10,30,78813,67857,51704,-,16153,31.2,2011/10/30(23:00),-
2011,10,31,79213,71995,60913,-,11082,18.2,2011/10/31(19:00),-
2011,11,01,79213,71945,60289,-,11656,19.3,2011/11/01(19:00),-
2011,11,02,79213,72063,60192,-,11871,19.7,2011/11/02(19:00),-
2011,11,03,79213,72140,60915,-,11225,18.4,2011/11/03(19:00),-
2011,11,04,79213,70597,60326,-,10271,17,2011/11/04(19:00),-
2011,11,05,79213,68640,54200,-,14440,26.6,2011/11/05(12:00),-
2011,11,06,79213,70613,51533,-,19080,37,2011/11/06(23:00),-
2011,11,07,79213,72931,60708,-,12223,20.1,2011/11/07(19:00),-
2011,11,08,79213,72364,61174,-,11190,18.3,2011/11/08(19:00),-
2011,11,09,79213,72781,60409,-,12372,20.5,2011/11/09(19:00),-
2011,11,10,79213,73870,61125,-,12745,20.9,2011/11/10(19:00),-
2011,11,11,79213,74649,60197,-,14452,24,2011/11/11(19:00),-
2011,11,12,79213,73259,54054,-,19205,35.5,2011/11/12(11:00),-
2011,11,13,79213,74064,52104,-,21960,42.1,2011/11/13(23:00),-
2011,11,14,79213,75331,62271,-,13060,21,2011/11/14(19:00),-
2011,11,15,79213,75560,62550,-,13010,20.8,2011/11/15(19:00),-
2011,11,16,79213,75005,61292,-,13713,22.4,2011/11/16(19:00),-
2011,11,17,79213,75098,62286,-,12812,20.6,2011/11/17(19:00),-
2011,11,18,79213,75094,61210,-,13884,22.7,2011/11/18(18:00),-
2011,11,19,79213,72269,55031,-,17238,31.3,2011/11/19(11:00),-
2011,11,20,79213,73469,54654,-,18815,34.4,2011/11/20(23:00),-
2011,11,21,79213,75221,65357,-,9864,15.1,2011/11/21(19:00),-
2011,11,22,79213,74856,65709,-,9147,13.9,2011/11/22(18:00),-
2011,11,23,79213,76153,66818,-,9335,14,2011/11/23(18:00),-
2011,11,24,79213,75460,67554,-,7906,11.7,2011/11/24(18:00),-
2011,11,25,79213,75040,66512,-,8528,12.8,2011/11/25(10:00),-
2011,11,26,79213,72069,58814,-,13255,22.5,2011/11/26(11:00),-
2011,11,27,79213,72207,54280,-,17927,33,2011/11/27(01:00),-
2011,11,28,79213,74543,62210,-,12333,19.8,2011/11/28(11:00),-
2011,11,29,79213,75656,63079,-,12577,19.9,2011/11/29(18:00),-
2011,11,30,79213,77072,64892,-,12180,18.8,2011/11/30(15:00),-
2011,12,01,79213,76409,65542,-,10867,16.6,2011/12/01(18:00),-
2011,12,02,79213,76908,65139,-,11769,18.1,2011/12/02(11:00),-
2011,12,03,79213,74497,57807,-,16690,28.9,2011/12/03(11:00),-
2011,12,04,79213,75204,55878,-,19326,34.6,2011/12/04(24:00),-
2011,12,05,79213,77270,67115,-,10155,15.1,2011/12/05(18:00),-
2011,12,06,79213,77572,67180,-,10392,15.5,2011/12/06(11:00),-
2011,12,07,79213,77449,66500,-,10949,16.5,2011/12/07(11:00),-
2011,12,08,79213,76779,68671,-,8108,11.8,2011/12/08(18:00),-
2011,12,09,79213,76942,69410,-,7532,10.9,2011/12/09(11:00),-
2011,12,10,79213,75643,61464,-,14179,23.1,2011/12/10(11:00),-
2011,12,11,79213,76271,57849,-,18422,31.8,2011/12/11(01:00),-
2011,12,12,79213,77133,67595,-,9538,14.1,2011/12/12(18:00),-
2011,12,13,79213,77518,69017,-,8501,12.3,2011/12/13(11:00),-
2011,12,14,79213,75231,68985,-,6246,9.1,2011/12/14(10:00),-
2011,12,15,79342,75863,68667,-,7196,10.5,2011/12/15(17:00),-
2011,12,16,79342,76723,69899,-,6824,9.8,2011/12/16(17:00),-
2011,12,17,79342,75751,64187,-,11564,18,2011/12/17(11:00),-
2011,12,18,79342,76394,60134,-,16260,27,2011/12/18(24:00),-
2011,12,19,79342,77097,71145,-,5952,8.4,2011/12/19(10:00),-
2011,12,20,79342,78095,71573,-,6522,9.1,2011/12/20(10:00),-
2011,12,21,79342,78469,70090,-,8379,12,2011/12/21(10:00),-
2011,12,22,79342,79063,70990,-,8073,11.4,2011/12/22(10:00),-
